loss_dir-001,val_loss_dir-001,loss_dir-002,val_loss_dir-002,loss_dir-003,val_loss_dir-003
0.4038659740061987,0.3588449501991272,0.3231243962333316,0.3287371039390564,0.3406944584278833,0.3473863697052002
0.34431702551387605,0.3378027927875519,0.30127933876855034,0.32630322873592377,0.32988046209017435,0.32407770693302157
0.329451485758736,0.3308944392204285,0.2962105052811759,0.32668215811252593,0.31797183383078803,0.32284836530685423
0.3234292050202688,0.3277919691801071,0.2944648563861847,0.3262767261266709,0.3155811937082382,0.32506875455379486
0.31849129796028136,0.3260529774427414,0.28878616988658906,0.328039739727974,0.31280559840656463,0.3255103421211243
0.3154370066665468,0.3344568544626236,0.2877488158998035,0.33204221367836,0.30987451190040227,0.3356584227085114
0.3112160075278509,0.3247540885210037,0.285859525061789,0.3251639062166214,0.3019714423588344,0.32814870834350585
0.3109696975776127,0.33458962440490725,0.2817299820127941,0.3430610191822052,0.3270623544851939,0.34118453800678256
0.30622391388529824,0.3353495502471924,0.2775551611468905,0.3549094432592392,0.31054635899407523,0.3279380524158478
0.31098636786142986,0.3346298962831497,0.2741358742827461,0.3722632849216461,0.2991254487207958,0.3470264309644699
0.2994563238961356,0.3325166779756546,0.2754611099050159,0.4625421595573425,0.3298232969783601,0.3687957203388214
0.29180364381699336,0.38249514877796176,0.2850619880926041,0.34465076923370364,0.32831414682524546,0.32808706402778626
