loss_dir-001,val_loss_dir-001,loss_dir-002,val_loss_dir-002,loss_dir-003,val_loss_dir-003,loss_dir-004,val_loss_dir-004,loss_dir-005,val_loss_dir-005
0.4382969098431723,0.38682329952716826,0.31936392188072205,0.3272775930166245,0.3115600998912539,0.3212265187501908,0.3336600639990398,0.31840308278799057,0.3107611446276955,0.31304248958826064
0.3688999669892447,0.363057889342308,0.3050520645720618,0.3263227349519729,0.2942806971924646,0.3186362934112549,0.3101785928010941,0.3195044907927513,0.284622038188188,0.32165329188108444
0.34287906885147096,0.3506544858217239,0.29610434600285124,0.32584196627140044,0.2815116558756147,0.3228413495421409,0.2895170216049467,0.31946777164936063,0.26707995413006214,0.3196410354971886
0.3271971728120531,0.3460277235507965,0.28508311637810296,0.3281413781642914,0.26868585518428256,0.3202284970879555,0.273664864046233,0.3191267815232277,0.24682357950487,0.31816801518201826
0.3152630627155304,0.34211664021015165,0.27576602867671424,0.32713193744421004,0.2574094393423625,0.3197617861628532,0.2579567892210824,0.3189641034603119,0.2319331594567368,0.31620899349451065
0.3040603714329856,0.3406033456325531,0.2674826779535839,0.32910568684339525,0.24538179210254124,0.32189365327358244,0.24333672310624804,0.3214181834459305,0.21733638428259586,0.3203495419025421
0.2937951356172562,0.3364560127258301,0.2577559632914407,0.3325153636932373,0.2343841446297509,0.32000975400209425,0.23132393317563196,0.3217701876163483,0.20577558097632034,0.31895634293556213
0.28634948347296035,0.3363790619373321,0.2472304608140673,0.3291278183460236,0.22235401059900006,0.3226884192228317,0.21943499871662686,0.3189120241999626,0.19717813380386517,0.3158765912055969
0.2751242927142552,0.3349575740098953,0.2378372405256544,0.3288830262422562,0.2123372427054814,0.32079367876052856,0.2100157720702035,0.3182145136594772,0.18642994156782178,0.31785951733589174
0.2640874658312116,0.3370241793990135,0.2307823734624045,0.3291318792104721,0.20376991374152048,0.32597920566797256,0.20157716401985715,0.3190471425652504,0.17781133431455362,0.31706874281167985
0.2573446469647544,0.3331416666507721,0.22356806823185515,0.3299335595965385,0.19859507296766554,0.3233206906914711,0.19463359330381666,0.3222524720430374,0.17144936064015265,0.3179004439711571
0.2481277976717268,0.33093387991189954,0.21493898843015946,0.3299099153280258,0.1899241426161357,0.32407054394483564,0.18693304998534066,0.31793112099170684,0.16522791290628738,0.31410652965307234
