loss_dir-001,val_loss_dir-001,loss_dir-002,val_loss_dir-002,loss_dir-003,val_loss_dir-003,loss_dir-004,val_loss_dir-004
0.3018935923065458,0.3150204445421696,0.30778837970324924,0.3178301572799683,0.317682478257588,0.31796443060040475,0.32948035523295405,0.315292152762413
0.2990338465997151,0.3156643781065941,0.3057596453598567,0.3183103147149086,0.315380379983357,0.31826400861144066,0.3250329988343375,0.3185492594540119
0.29875710202114925,0.31469798371195795,0.304323296887534,0.31811233893036844,0.3135958552360535,0.3170979203283787,0.3242874102933066,0.31429043635725973
0.2975768081843853,0.3161568486690521,0.30317016882555825,0.31792944595217704,0.31108000161392346,0.31573815569281577,0.3243636418666158,0.3154953633248806
0.2973384769899505,0.31635851934552195,0.3025329384420599,0.3183145274221897,0.3116619416645595,0.3145888791978359,0.32314191630908423,0.3164761635661125
0.2979338064789772,0.31720824763178823,0.3019982050572123,0.31864730030298233,0.3112157131944384,0.31415667369961736,0.32228770298617226,0.31628025576472285
0.29720490808997835,0.3162548366189003,0.30243042494569505,0.31810957998037337,0.3111573608858245,0.3151189306378365,0.3221890851855278,0.31812563762068746
0.2970963435513633,0.3162226359546185,0.30174077046769004,0.318193863928318,0.3109806599361556,0.3155958919227123,0.3212412653224809,0.31854796662926677
0.2969573465841157,0.31627780854702003,0.3011835480374949,0.31934273764491083,0.3100547982113702,0.3147352389991284,0.3206351713410446,0.31778997972607614
0.2970903192247663,0.31667687714099885,0.3008940544511591,0.3195896834135056,0.3099822902253696,0.314908803999424,0.31984386997563496,0.3171524439752102
0.2959804101714066,0.3169626073539257,0.30030646239008224,0.3198595815896988,0.3095871444259371,0.3146135571599007,0.32175746879407335,0.3201380169391632
0.29590664314372195,0.3178684383630753,0.3004087872803211,0.3186632585525513,0.31032841035297937,0.3148524294793606,0.32095732327018467,0.3169728587567806
0.29557067496435985,0.31743896275758743,0.2989718377590179,0.3191216440498829,0.3096122422388622,0.3156933754682541,0.32042054076279913,0.3185540233552456
0.2956774819110121,0.3188207545876503,0.29985207106385914,0.31797999680042266,0.3090812157307352,0.3161408348381519,0.3205694328461375,0.3190158694982529
0.2953058094850609,0.3163364541530609,0.2994234093597957,0.31861283525824546,0.30922893370900834,0.3157032300531864,0.32037278690508436,0.3174841721355915
0.294987255441291,0.31757565304636953,0.2996020182967186,0.3188698199391365,0.3094770416617393,0.31520765259861944,0.32082527790750776,0.3175875928997993
0.29521761046988626,0.3179361139237881,0.30026508952890124,0.3189540484547615,0.3092010659830911,0.3154296253621578,0.31923063333545415,0.3180336529016495
0.2948766648769379,0.3179346637427807,0.2997638738581113,0.3185878659784794,0.3081911649022784,0.3153934945166111,0.31947044730186464,0.31933469206094744
0.29467217751911706,0.3173790356516838,0.3001744572605405,0.3187083819508553,0.30806763512747626,0.3145724359154701,0.3187442317605019,0.31809073701500895
0.29425037833196777,0.3166941273212433,0.2997631897883756,0.3207294999063015,0.3073236916746412,0.3142833161354065,0.31932003923824853,0.31786280035972597
0.2941872403025627,0.3179953813552857,0.2991207024880818,0.3196093927323818,0.3073567017912865,0.3166981825232506,0.3181125074625015,0.3175109627842903
0.29322596000773565,0.31873067304492,0.2985251257462161,0.31883825466036797,0.30848360998289925,0.3169783374667168,0.31862618518727165,0.31736241340637206
0.2935687182205064,0.3179053010046482,0.2982359761638301,0.3204362373054028,0.307015030511788,0.3155342084169388,0.3188639996307237,0.31740364998579024
0.2942391065614564,0.3179923531413078,0.2982923474695001,0.3195902329683304,0.3074905487043517,0.3162564282119274,0.31866336443594523,0.31875730454921725
0.29438968279532024,0.3172719620168209,0.2986043774655887,0.3215347625315189,0.3065681280834334,0.3135803534090519,0.3183377227612904,0.31809199422597884
0.2937715119549206,0.31683365508914,0.2980889773794583,0.319650135487318,0.306453161580222,0.3163313366472721,0.3190556346305779,0.3194314266741276
0.2936632380953857,0.31848608314990995,0.2972490596984114,0.31993791654706,0.3067320346832275,0.3147907602787018,0.3182404094508716,0.31815338879823685
0.29353080083216937,0.3180675147473812,0.29700297351394384,0.3198843175172806,0.3058094615382808,0.3152322743833065,0.31857061928936414,0.3177010579407215
0.2925084678190095,0.31700618982315065,0.2974460900894233,0.31957010969519617,0.3052991109234946,0.3150445207953453,0.3177080465214593,0.31840627700090407
0.2933295549026557,0.3166488203406334,0.29713961013725826,0.3190528163313865,0.3058972801480975,0.31637841001152994,0.3178640706198556,0.3173735721409321
0.2920649126172066,0.3173430621623993,0.2965715376394136,0.31920556172728537,0.3055100056741919,0.31490142598748205,0.3170731178351811,0.31707637652754783
0.2922089317015239,0.3179675763845444,0.2970794959792069,0.3188638538122177,0.3043257083211626,0.3154813671112061,0.31723305742655483,0.31791153997182847
0.291665743291378,0.3172906598448753,0.29692705550364085,0.3186435793340206,0.3043352331433977,0.3153698113560677,0.31764201777321954,0.31746579214930537
0.2918946121420179,0.31740387991070745,0.296422888232129,0.3173940616846085,0.3046298725264413,0.3147673706710339,0.31698974881853376,0.3168516376614571
0.2916024597627776,0.3183325873315334,0.2960292658635548,0.3187229922413826,0.3036402263811657,0.3141967724263668,0.31872768444674354,0.31820340439677236
0.29112145804933137,0.3183594597876072,0.29569577776959965,0.3185024207830429,0.30326671515192305,0.31490335524082186,0.3174989027636392,0.31759386211633683
0.2916275971702167,0.3175772303342819,0.29669427914278845,0.31880504965782164,0.3036902755498886,0.31434291079640386,0.31674983905894416,0.31745170027017594
0.29103160447308,0.3175829923152924,0.29593359785420553,0.3180811488628387,0.30279726088047026,0.3160740274190903,0.31616938401545797,0.3166391034424305
0.2910251674907548,0.3173287284374237,0.296049807540008,0.3188636375963688,0.3032157367893628,0.31560912147164344,0.31621655119316916,0.3185046011209488
0.29018506673829897,0.3182756407558918,0.2956563025712967,0.3185076379776001,0.30300549417734146,0.315167373418808,0.31599352870668684,0.31759367376565933
0.2910471878945827,0.31777174830436705,0.2951647062386785,0.3188341489434242,0.3027978567140443,0.3146014279127121,0.31587741055658886,0.31801234290003777
0.29104563796094485,0.31659294456243514,0.29499982318707874,0.3178548914194107,0.3025632502777236,0.3164564883708954,0.3147740992052214,0.3169282713532448
0.291576087474823,0.3180407528579235,0.2946957624384335,0.3191343502700329,0.3016670367547444,0.3158805306255817,0.3147716530731746,0.3182741102576256
0.2915490625160081,0.3173883293569088,0.2945040652794497,0.31846767336130144,0.3015052363276481,0.3161621397733688,0.31516917986529214,0.31807639345526695
0.2910598546266556,0.3177263294160366,0.2943040479506765,0.3181386442482472,0.3014417292816298,0.31647055760025977,0.3148816968713488,0.3170858035981655
0.2905598785196032,0.3172315287590027,0.2948081604072026,0.3190227720141411,0.302560418844223,0.3168054419755936,0.31555864938667844,0.3191723044216633
0.29066944984453064,0.31680550128221513,0.2933151404772486,0.317872910797596,0.30103269176823755,0.3163549493253231,0.31432405539921354,0.3179570233821869
0.2900734566152096,0.31693164750933644,0.2943279517548425,0.3183598503470421,0.3013062106711524,0.31678258150815963,0.31391944150839535,0.31771995887160304
0.2900107943585941,0.3168125857412815,0.2933913863130978,0.31783357709646226,0.3010264391345637,0.3156238260865212,0.3142588336552892,0.3176648724079132
0.29016695278031485,0.3170738971233368,0.2938442994441305,0.3189058861136436,0.300824183012758,0.3156818260252476,0.3149617414389338,0.31771870419383047
0.29033335766622,0.3173997758328915,0.2934528606278556,0.3187342655658722,0.3001164698175022,0.31562502205371856,0.31411485310111725,0.3163109338283539
0.28951978789908545,0.31735229551792143,0.2929735210325037,0.3194326369464397,0.3009440664734159,0.31739734381437296,0.31525764082159313,0.3156565409898758
0.291143932725702,0.3173925346136093,0.2937755235603878,0.318334114998579,0.3008712572710855,0.3159790822863579,0.31369058809110095,0.3184020698070526
0.2906861703310694,0.31723888516426085,0.2931711055338383,0.31824067756533625,0.2993959235293525,0.315752821713686,0.3143754287489823,0.31636960491538046
0.2906634828874043,0.3183780677616596,0.29354705469948905,0.31938637405633924,0.2997957597885813,0.31559605985879896,0.3136263696210725,0.3166670252382755
0.29061898759433197,0.3165417285263538,0.2937051557004452,0.3186425101757049,0.3011545440980366,0.315118492692709,0.31424478409545764,0.31698127433657647
0.28989887024675104,0.31735420688986776,0.2924561368567603,0.3177270002663136,0.3012787904058184,0.3155272655189037,0.31283439440386634,0.3177965173125267
0.29034864817346845,0.3171144118905068,0.29229341819882393,0.3181727270781994,0.3009280517697334,0.3144719110429287,0.31366017907857896,0.3174693565070629
0.2893412097224167,0.31730892971158026,0.2912468350359372,0.3189014132320881,0.3003634363412857,0.3153884072601795,0.312935847895486,0.31783986657857893
0.28838386982679365,0.3173523946106434,0.2916702814400196,0.3169811220467091,0.2994553433997291,0.3153468504548073,0.31242210694721767,0.31804129883646964
0.2885670015854495,0.31771473109722137,0.2923135356179305,0.3167638140916824,0.2992479886327471,0.3131752581894397,0.31314847309674537,0.31798995986580847
