,loss_dir_005
loss,"[0.37345405873181164, 0.33300833425660065, 0.29867303652175958, 0.27017794333506323, 0.23931516771731171, 0.21413621522378232, 0.19394227527621863, 0.17634423141894134, 0.15790629246528598, 0.14501886566480002, 0.13184754442477573, 0.1189150350249332]"
