loss,val_loss,runtime
0.7015703320503235,0.7005257606506348,15
0.6998404860496521,0.6987982392311096,15
0.6981227397918701,0.6970823407173157,15
0.6964166164398193,0.6953776478767395,15
0.6947216391563416,0.6936835646629333,15
0.6930373311042786,0.6919997334480286,15
0.6913633942604065,0.6903257369995117,15
0.6896991133689879,0.6886611580848694,15
0.6880443692207336,0.6870055794715881,15
0.6863985657691956,0.6853586435317993,15
0.6847615242004395,0.6837198138237,15
0.6831324696540833,0.6820889711380005,15
0.6815115213394165,0.6804654598236084,15
0.6798979640007019,0.6788491606712341,15
0.6782915592193604,0.6772395968437195,15
0.676692008972168,0.6756365299224854,15
0.6750988960266113,0.6740396022796631,15
0.6735119223594666,0.672448456287384,15
0.6719308495521545,0.6708627939224243,15
0.6703552603721619,0.6692823767662048,15
0.6687849760055542,0.6677069067955017,15
0.6672195792198181,0.6661359071731567,15
0.6656588912010193,0.6645693182945251,15
0.6641025543212891,0.6630068421363831,15
0.6625503301620483,0.6614481210708618,15
0.661001980304718,0.6598930954933167,15
0.6594573259353638,0.6583412885665894,15
0.6579158902168274,0.6567925214767456,15
0.6563777923583984,0.6552466750144958,15
0.6548424363136292,0.6537033319473267,15
0.6533098220825195,0.6521624922752379,15
0.6517796516418457,0.6506237983703613,15
0.6502516865730286,0.6490870118141174,15
0.6487258076667786,0.6475521326065063,15
0.6472017168998718,0.6460187435150146,15
0.6456792950630188,0.644486665725708,15
0.6441583633422852,0.6429559588432312,15
0.6426386833190918,0.641426146030426,15
0.6411200761795044,0.6398972272872925,15
0.6396024823188782,0.6383690237998962,15
0.6380855441093445,0.6368412971496582,15
0.6365693211555481,0.6353139281272888,15
0.6350535154342651,0.6337867975234985,15
0.6335378885269165,0.632259726524353,15
0.6320225596427917,0.6307325959205627,15
0.630507230758667,0.6292052268981934,15
0.6289918422698975,0.6276775598526001,15
0.6274761557579039,0.6261493563652039,15
0.6259600520133972,0.6246206760406494,15
0.6244435906410217,0.6230912804603577,15
0.6229265332221985,0.6215610504150391,15
0.6214087605476379,0.6200298666954039,15
0.6198900938034058,0.6184977293014526,15
0.6183706521987915,0.6169645190238953,15
0.6168501973152161,0.6154301166534424,15
0.6153286099433899,0.6138944029808044,15
0.613805890083313,0.6123573184013367,15
0.6122819185256958,0.6108188629150391,15
0.6107567548751831,0.6092788577079773,15
0.6092301607131958,0.6077371835708618,15
0.6077021360397339,0.6061940789222717,15
0.6061725616455078,0.6046491265296936,15
0.6046414375305176,0.6031025648117065,15
0.6031087040901184,0.6015541553497314,15
0.6015744209289551,0.6000039577484131,15
0.6000382900238037,0.5984519124031067,15
0.5985005497932434,0.5968979001045227,15
0.5969610810279846,0.5953419208526611,15
0.5954197645187378,0.5937842130661011,15
0.5938767194747925,0.5922243595123291,15
0.5923317670822144,0.5906625390052795,15
0.590785026550293,0.5890986919403076,15
0.5892364978790283,0.5875329971313477,15
0.5876860618591309,0.5859651565551758,15
0.5861338973045349,0.5843954086303711,15
0.5845797657966614,0.582823634147644,15
0.5830239057540894,0.5812499523162842,15
0.5814661979675293,0.5796742439270021,15
0.579906702041626,0.5780966281890869,15
0.5783454775810242,0.5765171051025391,15
0.5767824053764343,0.5749356746673584,15
0.5752177238464355,0.5733523964881897,15
0.5736513733863831,0.5717673897743225,15
0.5720833539962769,0.5701805949211121,15
0.5705137252807617,0.5685920715332031,15
0.5689426064491272,0.5670018792152405,15
0.5673699975013733,0.5654099583625793,15
0.5657959580421448,0.5638167262077332,15
0.5642205476760864,0.5622218251228333,15
0.5626437664031982,0.5606255531311035,15
0.5610659122467041,0.5590279698371887,15
0.5594867467880249,0.5574290752410889,15
0.5579065084457397,0.5558289289474487,15
0.5563253164291382,0.5542277097702026,15
0.5547431707382202,0.5526254773139954,15
0.5531602501869202,0.5510223507881165,15
0.5515764951705933,0.5494183301925659,15
0.5499921441078186,0.5478135943412781,15
0.5484072566032411,0.5462081432342529,15
0.5468218326568604,0.5446021556854248,15
0.5452361106872559,0.5429958105087279,15
0.5436501502990723,0.5413890480995178,15
0.5420640110969543,0.5397821068763733,15
0.5404779314994812,0.538175106048584,15
0.5388919115066528,0.5365680456161499,15
0.5373060703277588,0.5349612236022949,15
0.5357206463813782,0.5333545804023743,15
0.5341355800628662,0.5317482948303223,15
0.5325512290000916,0.5301426053047179,15
0.5309674739837646,0.5285375714302063,15
0.5293846726417542,0.5269332528114319,15
0.5278027057647705,0.5253298282623291,15
0.5262219905853271,0.5237275958061218,15
0.5246425271034241,0.5221264362335205,15
0.5230644345283508,0.5205266475677489,15
0.5214878320693971,0.5189282894134521,15
0.5199129581451416,0.517331600189209,15
0.5183399319648743,0.5157366991043091,15
0.516768753528595,0.5141437053680421,15
0.5151997208595276,0.512552797794342,15
0.5136330127716064,0.510964035987854,15
0.5120686888694763,0.5093776583671571,15
0.5105069279670715,0.5077938437461853,15
0.5089478492736816,0.5062126517295837,15
0.5073916316032411,0.5046343207359314,15
0.5058384537696838,0.5030589103698729,15
0.5042884349822998,0.5014866590499878,15
0.5027416944503784,0.4999177157878876,15
0.5011985301971436,0.4983521401882172,15
0.4996588826179504,0.4967902600765228,15
0.4981229901313782,0.4952320158481598,15
0.4965911209583282,0.4936777055263519,15
0.4950632452964783,0.4921274483203888,15
0.4935396313667298,0.4905813336372376,15
0.4920203685760498,0.4890396595001221,15
0.4905056655406952,0.4875024557113648,15
0.488995611667633,0.4859698712825775,15
0.4874904155731201,0.4844421446323395,15
0.4859901666641235,0.4829193651676178,15
0.4844949841499329,0.4814016222953797,15
0.4830051064491272,0.4798891544342041,15
0.4815206527709961,0.4783821105957031,15
0.4800417125225067,0.4768805503845215,15
0.4785684645175934,0.4753846228122711,15
0.4771010279655457,0.4738945960998535,15
0.4756395518779754,0.4724104404449463,15
0.4741841852664948,0.4709323644638062,15
0.4727350175380707,0.469460517168045,15
0.4712922275066376,0.4679950177669525,15
0.4698559045791626,0.4665359854698181,15
0.4684261977672577,0.4650835990905762,15
0.4670032262802124,0.4636378884315491,15
0.4655870795249939,0.4621990323066712,15
0.4641779363155365,0.4607670903205872,15
0.462775856256485,0.4593423306941986,15
0.4613809883594513,0.4579246640205383,15
0.459993451833725,0.4565143287181854,15
0.4586132764816284,0.4551114141941071,15
0.457240641117096,0.4537160694599152,15
0.4558756947517395,0.4523283243179321,15
0.4545184373855591,0.4509482681751251,15
0.4531689882278442,0.4495760500431061,15
0.4518274962902069,0.44821175932884216,15
0.4504939317703247,0.4468554854393005,15
0.4491685330867767,0.4455072581768036,15
0.447851300239563,0.4441672563552856,15
0.44654226303100586,0.4428354799747467,15
0.4452416598796845,0.4415119886398315,15
0.4439494609832764,0.4401970207691193,15
0.442665696144104,0.4388905465602875,15
0.4413905441761017,0.4375925660133362,15
0.4401240050792694,0.4363032579421997,15
0.4388661086559296,0.4350225925445557,15
0.4376170039176941,0.433750718832016,15
0.436376690864563,0.4324876368045807,15
0.43514519929885853,0.43123337626457214,15
0.4339226484298706,0.4299881160259247,15
0.4327090382575989,0.4287517368793488,15
0.4315044283866882,0.4275243580341339,15
0.43030884861946106,0.4263060688972473,15
0.4291223585605621,0.4250968396663666,15
0.42794498801231373,0.4238967597484589,15
0.4267767667770386,0.4227057695388794,15
0.4256176948547363,0.4215240478515625,15
0.4244678318500519,0.42035144567489613,15
0.4233271777629852,0.4191881418228149,15
0.4221957921981812,0.41803404688835133,15
0.4210736453533173,0.4168892204761505,15
0.4199607372283936,0.4157537221908569,15
