loss,runtime
0.6366632410829339,1874
0.5064562801547745,1874
0.3976817210809813,1874
0.3473110105306456,1874
0.32723546538700105,1874
0.31853451918235737,1874
0.3141353745094672,1874
0.311401496458646,1874
0.3092274349556348,1874
0.3071140588992767,1874
0.3048642278367161,1874
0.3024671386729247,1874
0.29994547218344164,1874
0.29737620436973744,1874
0.29479746805031404,1874
0.2922300354633626,1874
0.28968984225753497,1874
0.2872082943319235,1874
0.2847767071611692,1874
0.2824125224180396,1874
0.2801254047917197,1874
0.27792835935833354,1874
0.2758341802327968,1874
0.27383401235135196,1874
0.271936364952595,1874
0.2701107964712116,1874
0.2683744385331843,1874
0.26669410305989233,1874
0.2650460117539584,1874
0.26341928309763424,1874
0.2618078119896917,1874
0.2601856961001909,1874
0.258540196219214,1874
0.2568747260930129,1874
0.2551958948347812,1874
0.25345980433817,1874
0.2517043639010155,1874
0.2499077073066985,1874
0.2480964580974635,1874
0.2462618449392689,1874
0.24441141699162275,1874
0.2425761592770101,1874
0.2407559573962154,1874
0.23896346564722146,1874
0.23720853120971996,1874
0.2355274461411141,1874
0.23388420778092034,1874
0.2323045978077412,1874
0.23080829007075265,1874
0.22937309630897215,1874
0.22799400656070776,1874
0.2266724340068769,1874
0.2254173176033453,1874
0.2242066802192275,1874
0.22304957667276354,1874
0.22191832236192127,1874
0.22085112542622015,1874
0.21978444375468006,1874
0.21878103844646068,1874
0.21777819253101546,1874
0.21680677623862324,1874
0.21585975867495552,1874
0.21491492940104828,1874
0.21398365029897914,1874
0.21305997260629406,1874
0.21215141977085272,1874
0.21124370966298275,1874
0.21032636091048132,1874
0.20942574084526108,1874
0.2085094597343268,1874
0.20759904549766486,1874
0.2066790494603392,1874
0.2057561447523996,1874
0.2048245954060149,1874
0.2039062418368399,1874
0.2029562641354156,1874
0.20203666311851928,1874
0.2011026916189124,1874
0.20016574710704965,1874
0.19922344107424425,1874
0.19828757962070684,1874
0.19734976669154744,1874
0.1964374380908848,1874
0.1955281637451484,1874
0.19461273907829127,1874
0.1937312545513031,1874
0.1928364384981114,1874
0.1919706994602692,1874
0.19110658656117208,1874
0.19025389302551174,1874
0.18943652022977495,1874
0.18860843533255425,1874
0.1877997008354485,1874
0.18699268168999564,1874
0.18620397742356984,1874
0.18540635192969776,1874
0.1846460477110411,1874
0.18387267484760794,1874
0.1831105713251046,1874
0.1823641821310093,1874
0.18162514106715594,1874
0.1808776048953144,1874
0.1801405058866781,1874
