loss,val_loss,runtime
0.35795076204234344,0.3488862633705139,28391
0.3193787346596704,0.3419674026966095,28391
0.3114092008432208,0.3358624118566513,28391
0.30655101915143623,0.3360455814003944,28391
0.3030434807597054,0.33482841044664385,28391
0.29938325845238817,0.3368430331349373,28391
0.2957155049530346,0.33210267782211306,28391
0.2923924365323731,0.33162365466356275,28391
0.2885843065372511,0.33368144124746324,28391
0.284680854795997,0.3358281135559082,28391
0.2805795327981768,0.3293032658100128,28391
0.2769247887383901,0.33056155145168303,28391
0.2726493426585266,0.32549189507961274,28391
0.2688602488327846,0.3242420187592506,28391
0.26429390369308714,0.32645840287208555,28391
0.2600350437584443,0.3200737702846527,28391
0.2552492730426242,0.31895522117614744,28391
0.2505744299437733,0.32259007275104523,28391
0.2459901018778028,0.3181201794743538,28391
0.2412509572796289,0.3196005642414093,28391
0.236242265491226,0.3150685954093933,28391
0.2317108431227911,0.3141312402486801,28391
0.22746312315108785,0.31167226761579514,28391
0.22266488601280146,0.31419729471206664,28391
0.2187356900178259,0.3114103972911835,28391
0.21267149057292664,0.3108945196866989,28391
0.2093142038344654,0.3063344204425812,28391
0.20355473697868665,0.3044186019897461,28391
0.1994423293281763,0.30312815934419635,28391
0.1951887696810643,0.30744303315877913,28391
0.19079403493841604,0.3131938573718071,28391
0.1861065888302374,0.3046282690763473,28391
0.1826526428276625,0.29466466724872586,28391
0.17826638398505212,0.30471906542778016,28391
0.17387070090517956,0.2940568086504936,28391
0.16966719208098413,0.29899429500103003,28391
0.16544755268575126,0.2992448690533638,28391
0.16209180439611562,0.2970686006546021,28391
0.15844279461484242,0.2962032535672188,28391
0.15419697193669046,0.2877121677994728,28391
0.15071154219287855,0.30225937843322753,28391
0.14714799074183904,0.2891760078072548,28391
0.14329115756090868,0.2972255676984787,28391
0.1397865623193006,0.2926346328854561,28391
0.1366654070985522,0.2931485852599144,28391
0.13386563440107002,0.29144442290067674,28391
0.1298569448740571,0.2954690515995025,28391
0.12688661400858514,0.2897931975126267,28391
0.12376506916943797,0.2831809827685356,28391
0.1209834059300088,0.28230763107538226,28391
0.11813129138809905,0.2868550086021424,28391
0.11479621397646245,0.2769360521435737,28391
0.11240104901841856,0.2798568281531334,28391
0.1096166856693675,0.2773305541276932,28391
0.10719309774971963,0.2901382681727409,28391
0.10524353295308472,0.2922365927696228,28391
0.10222044012864204,0.2816339889168739,28391
0.10015838497176896,0.29003203094005586,28391
0.0975133475866222,0.2822638776898384,28391
