loss,val_loss
0.32374776169700403,0.32198804095387457
0.31995483867845426,0.31872198536992075
0.31884478933490107,0.3165932030975819
0.3179534192712054,0.3174876156449318
0.3178030053489871,0.31647756665945054
0.317945653076329,0.31706129893660545
0.3174517163232951,0.31705273047089577
0.31754063281169254,0.31568405449390413
0.31728394611346344,0.31607381016016006
0.31715865279507843,0.3180971668660641
0.31721989485971563,0.3166521160304546
0.31700842161489423,0.315621679276228
0.31722676090063545,0.3133374886214733
0.3173165756429847,0.313797512203455
0.3170039531878892,0.315673735588789
0.3169946317430212,0.31612157851457595
0.31731400920617203,0.3160943712294102
0.31713046797452477,0.3196078114211559
0.31710461330704154,0.3158046992123127
0.3172802565816822,0.31400412872433664
0.31687631759056045,0.3164548380672932
0.3171088548649348,0.31466858565807343
0.31698053962094735,0.3173500242829323
0.3168906724897019,0.3141994261741638
0.31716083472642653,0.3166254161298275
0.3171457821626035,0.3148224885761738
0.31706031256043127,0.31620917677879334
0.31713698163927456,0.3160166320204735
0.31698112471568207,0.31747227028012276
0.3166525855148078,0.31603324398398397
0.3172613872711501,0.31479993641376497
0.31700571308334097,0.31648491233587267
0.3171205158988521,0.3140230642259121
0.31706736783328915,0.3165309812128544
0.317099793571285,0.3149243801832199
0.31710533582122413,0.3153102378547192
0.316886087500605,0.31285957351326943
0.3170826477145397,0.31503138929605484
0.317024008635122,0.31696955919265746
0.3171125546012362,0.31682361409068105
0.31713305804398134,0.3181665885448456
0.31706051812387126,0.3153471687436104
0.3167312969280177,0.3177357937395573
0.31689197083342724,0.3151274813711643
0.31701398224577865,0.3166752316057682
0.31706357570124905,0.3131967955827713
0.3168142861913473,0.3158407910168171
0.31713626826219365,0.31667207658290863
0.317188708010239,0.31465488627552984
0.31681535164572106,0.3142620848119259
0.3170030843946859,0.3166384565830231
0.3170082684616988,0.31668787240982055
0.31697393424360665,0.31568281799554826
0.3170398016671055,0.31450497344136236
0.3170236923803914,0.31412673115730283
0.31689932696884204,0.3173499245941639
0.316856892923571,0.3159469844400883
0.31667860719057755,0.316268247961998
0.31727340548462035,0.3153852479159832
0.31666717172352155,0.3149162869155407
0.31675733850046695,0.3150006254017353
0.31691402218232523,0.31567773878574373
0.31694843152532604,0.3156386581063271
0.31707386307439694,0.31440967202186587
0.3164994701273462,0.3150349232554436
0.31712739711846183,0.31592567160725593
0.3169596303884143,0.31600176990032197
0.3168037524580272,0.31517989441752436
0.31701370659564493,0.3160949265956879
0.31698991375358876,0.31456576332449915
0.3166591345111074,0.31503345862030985
0.3167705989754986,0.3165670417249203
0.3169010731799896,0.31679080441594126
0.3164599914221162,0.31487519085407256
0.316475887652113,0.31857890263199806
0.31689523484952814,0.31379264295101167
0.3167560581534162,0.3165764072537422
0.3168047740628521,0.31436693578958513
0.3168908409923742,0.3145575542747974
0.3170620385760223,0.315912731140852
0.3169405625380554,0.3144122186303139
0.3169168088916038,0.31480675369501115
0.3168324677428407,0.3158442068099976
0.3166861497826426,0.31556704342365266
0.3168008401136002,0.31676928505301477
0.3168663901722534,0.31493359968066215
0.3167986363642195,0.3157946181297302
0.3167579555323609,0.31656697288155555
0.3167737069350259,0.3133238224685192
0.31660514775354065,0.31618175029754636
0.3168271889104201,0.3164179089665413
0.31689292617291637,0.31449352264404296
0.31687766665800937,0.3144556951522827
0.3167932663529172,0.31397169947624204
0.31675534477633527,0.31381142809987067
0.31661787274744585,0.3163089366257191
0.31688324152825553,0.31699441954493524
0.31668702096686324,0.3169993068277836
0.3168426400696309,0.3133176048099995
0.3166735550778301,0.3163842463493347
0.3168073652210755,0.31481140330433843
0.3168040040485497,0.3160851579904556
0.31673069947257765,0.31586440905928614
0.31661422253935934,0.3145180997252464
0.3166826267894838,0.3128672897815704
0.3165397019176224,0.3155459114909172
0.3163689344609023,0.31577691674232483
0.3168844912190492,0.31435066178441046
0.31695287266911615,0.31443544328212736
0.31655992465067045,0.31452641934156417
0.3166799342265102,0.3175308822095394
0.3171193244037109,0.3147959990799427
0.3168192321600067,0.31614228993654253
0.3169009744224371,0.3165159550309181
0.3169503726257294,0.3134236505627632
0.3167434639396162,0.3149604119360447
0.31689976623287175,0.3139746604859829
0.31697093033602725,0.3163411247730255
0.3166046558230859,0.3162373974919319
0.3170296614269131,0.31463594049215315
