loss,val_loss
0.32618352804962747,0.3147383072972298
0.31308917329782743,0.31227468460798263
0.31032043840618734,0.31380496799945834
0.306929404593812,0.3125510561466217
0.3029581727219858,0.3079532615840435
0.29887429394233533,0.31053887322545054
0.2947296727352634,0.308490257114172
0.29065529773689613,0.31145640447735784
0.28559013161498703,0.3073761025071144
0.2804104664221534,0.2974720586836338
0.2739656735798691,0.29659305676817893
0.26736937072608397,0.29576437041163445
0.2617046923768896,0.28976656690239905
0.25577022825877443,0.29083543121814726
0.24858919033689963,0.28353235729038717
0.2428877101543981,0.28276945680379867
0.23462969333701966,0.28137473329901697
0.22902335282041555,0.2801272364705801
0.22206580452087274,0.27097747296094893
0.21587242816913776,0.274281053096056
0.20772720346051166,0.278485110104084
0.20175268668094304,0.2800411395728588
0.19360094159884234,0.2658760782331228
0.187260831858333,0.2628335831314325
0.17877460869941808,0.25945866338908674
0.17250749408494265,0.26223131783306597
0.16499845826608744,0.2605831486731768
0.15891593507888666,0.2548508210480213
0.1519192555134737,0.2541574874520302
0.14562495900878422,0.25933993376791475
0.1391127131836633,0.27202202305197715
0.13405573290684675,0.25142226547002794
0.12710224086669591,0.24784819655120371
0.12199322873977331,0.24845539882779122
0.11616161481656113,0.24786819018423556
0.11099626788640005,0.2460904212296009
0.1057823466398569,0.2619312135130167
0.10152517960414846,0.24553109034895898
0.09691034950166513,0.24139377146959304
0.09180172112234,0.23653687499463558
0.08797769055549685,0.24107858121395112
0.08421584677196677,0.24450136482715606
0.0808568086880753,0.2395951884239912
0.07751216833882653,0.24266776144504548
0.07417330565331318,0.23881088264286518
0.07127521110212906,0.24166749849915503
0.06871898038536951,0.2435054036229849
0.0660204463598337,0.24516701169312
0.06333479065618833,0.24740795344114302
0.06111145634631117,0.25057590670883656
0.05889386793779994,0.24711431369185446
